2022-05-15 17:05:850 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 19:05:241 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (007e8976ef4c49a2342c55afb3c12243)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 19:05:308 INFO  SignInPage :52 -  Enter emil abcd@gmail.comin emil addressfield [[ChromeDriver: chrome on WINDOWS (007e8976ef4c49a2342c55afb3c12243)] -> xpath: //input[@id='email']]
2022-05-15 19:05:367 INFO  SignInPage :57 - Enter password  in password field [[ChromeDriver: chrome on WINDOWS (007e8976ef4c49a2342c55afb3c12243)] -> xpath: //input[@id='passwd']]
2022-05-15 19:05:527 INFO  SignInPage :61 - Click on signin [[ChromeDriver: chrome on WINDOWS (007e8976ef4c49a2342c55afb3c12243)] -> xpath: //button[@id='SubmitLogin']]
2022-05-15 19:05:550 INFO  SignInPage :85 - check error message is diplyed [[ChromeDriver: chrome on WINDOWS (007e8976ef4c49a2342c55afb3c12243)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-15 19:05:265 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 19:05:418 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (1e5300532c91e17c8633ae26015267b6)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 19:05:480 INFO  SignInPage :52 -  Enter emil adfdfgfgin emil addressfield [[ChromeDriver: chrome on WINDOWS (1e5300532c91e17c8633ae26015267b6)] -> xpath: //input[@id='email']]
2022-05-15 19:05:563 INFO  SignInPage :57 - Enter password 123456 in password field [[ChromeDriver: chrome on WINDOWS (1e5300532c91e17c8633ae26015267b6)] -> xpath: //input[@id='passwd']]
2022-05-15 19:05:628 INFO  SignInPage :61 - Click on signin [[ChromeDriver: chrome on WINDOWS (1e5300532c91e17c8633ae26015267b6)] -> xpath: //button[@id='SubmitLogin']]
2022-05-15 19:05:645 INFO  SignInPage :85 - check error message is diplyed [[ChromeDriver: chrome on WINDOWS (1e5300532c91e17c8633ae26015267b6)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-15 19:05:343 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 19:05:313 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (730c962bdf5741e5e6394acebd05c5da)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 19:05:381 INFO  SignInPage :52 -  Enter emil abcd@gmail.comin emil addressfield [[ChromeDriver: chrome on WINDOWS (730c962bdf5741e5e6394acebd05c5da)] -> xpath: //input[@id='email']]
2022-05-15 19:05:445 INFO  SignInPage :57 - Enter password 123456 in password field [[ChromeDriver: chrome on WINDOWS (730c962bdf5741e5e6394acebd05c5da)] -> xpath: //input[@id='passwd']]
2022-05-15 19:05:212 INFO  SignInPage :61 - Click on signin [[ChromeDriver: chrome on WINDOWS (730c962bdf5741e5e6394acebd05c5da)] -> xpath: //button[@id='SubmitLogin']]
2022-05-15 19:05:231 INFO  SignInPage :85 - check error message is diplyed [[ChromeDriver: chrome on WINDOWS (730c962bdf5741e5e6394acebd05c5da)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-15 19:05:66 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 19:05:40 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (22d6f2274861b526cdae3d2ebdb04120)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 19:05:116 INFO  SignInPage :52 -  Enter emil abc23@yahoo.comin emil addressfield [[ChromeDriver: chrome on WINDOWS (22d6f2274861b526cdae3d2ebdb04120)] -> xpath: //input[@id='email']]
2022-05-15 19:05:194 INFO  SignInPage :57 - Enter password rebecca123 in password field [[ChromeDriver: chrome on WINDOWS (22d6f2274861b526cdae3d2ebdb04120)] -> xpath: //input[@id='passwd']]
2022-05-15 19:05:86 INFO  SignInPage :61 - Click on signin [[ChromeDriver: chrome on WINDOWS (22d6f2274861b526cdae3d2ebdb04120)] -> xpath: //button[@id='SubmitLogin']]
2022-05-15 19:05:107 INFO  SignInPage :79 - check sign out displyed [[ChromeDriver: chrome on WINDOWS (22d6f2274861b526cdae3d2ebdb04120)] -> xpath: //a[@title='Log me out']]
2022-05-15 20:05:974 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 20:05:265 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (9567b831bf08778f7a173b69c6f7d199)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 20:05:342 INFO  SignInPage :52 -  Enter emil abc23@yahoo.comin emil addressfield [[ChromeDriver: chrome on WINDOWS (9567b831bf08778f7a173b69c6f7d199)] -> xpath: //input[@id='email']]
2022-05-15 20:05:414 INFO  SignInPage :57 - Enter password rebecca123 in password field [[ChromeDriver: chrome on WINDOWS (9567b831bf08778f7a173b69c6f7d199)] -> xpath: //input[@id='passwd']]
2022-05-15 20:05:340 INFO  SignInPage :61 - Click on signin [[ChromeDriver: chrome on WINDOWS (9567b831bf08778f7a173b69c6f7d199)] -> xpath: //button[@id='SubmitLogin']]
2022-05-15 20:05:728 INFO  SignInPage :90 - Click to sign out [[ChromeDriver: chrome on WINDOWS (9567b831bf08778f7a173b69c6f7d199)] -> xpath: //a[@title='Log me out']]
2022-05-15 20:05:741 INFO  SignInPage :94 - Verify sign in [[ChromeDriver: chrome on WINDOWS (9567b831bf08778f7a173b69c6f7d199)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 21:05:359 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 21:05:945 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (c32d64f38112ccb1a65e42ed94af1a4c)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 21:05:28 INFO  CreateAccountPage :80 - Create Emil Account[[ChromeDriver: chrome on WINDOWS (c32d64f38112ccb1a65e42ed94af1a4c)] -> xpath: //input[@id='email_create']]
2022-05-15 21:05:90 INFO  CreateAccountPage :84 - Create Account[[ChromeDriver: chrome on WINDOWS (c32d64f38112ccb1a65e42ed94af1a4c)] -> xpath: //span[normalize-space()='Create an account']]
2022-05-15 21:05:193 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 21:05:924 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (f52894b60dfd6d0a763131ae1f807eaa)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 21:05:06 INFO  CreateAccountPage :80 - Create Emil Account[[ChromeDriver: chrome on WINDOWS (f52894b60dfd6d0a763131ae1f807eaa)] -> xpath: //input[@id='email_create']]
2022-05-15 21:05:68 INFO  CreateAccountPage :84 - Create Account[[ChromeDriver: chrome on WINDOWS (f52894b60dfd6d0a763131ae1f807eaa)] -> xpath: //span[normalize-space()='Create an account']]
2022-05-15 21:05:910 INFO  CreateAccountPage :88 - Getting text from :[[ChromeDriver: chrome on WINDOWS (f52894b60dfd6d0a763131ae1f807eaa)] -> xpath: //h3[normalize-space()='Your personal information']]
2022-05-15 21:05:790 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 21:05:718 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 21:05:804 INFO  CreateAccountPage :80 - Create Emil Account[[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='email_create']]
2022-05-15 21:05:867 INFO  CreateAccountPage :84 - Create Account[[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //span[normalize-space()='Create an account']]
2022-05-15 21:05:345 INFO  CreateAccountPage :88 - Getting text from :[[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //h3[normalize-space()='Your personal information']]
2022-05-15 21:05:406 INFO  CreateAccountPage :99 - Select optin Mrsfrom the genterF[[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@name='id_gender']]
2022-05-15 21:05:484 INFO  CreateAccountPage :105 -  Enter First Name : Rebecca in firstname field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='customer_firstname']]
2022-05-15 21:05:548 INFO  CreateAccountPage :117 - Enter Password : xyz123 in password field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='passwd']]
2022-05-15 21:05:591 INFO  CreateAccountPage :117 - Enter Password : xyz123 in password field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='passwd']]
2022-05-15 21:05:661 INFO  CreateAccountPage :121 - Enter Secon Name : Rebecca in secondname [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='firstname']]
2022-05-15 21:05:732 INFO  CreateAccountPage :125 - Enter Last Name :Mori in secondlast field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='lastname']]
2022-05-15 21:05:807 INFO  CreateAccountPage :129 - Enter Address : 89,RedFord in address field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='address1']]
2022-05-15 21:05:877 INFO  CreateAccountPage :133 - Enter City :Manchester in city field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='city']]
2022-05-15 21:05:25 INFO  CreateAccountPage :137 - Enter State :Alaska in state field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //select[@id='id_state']]
2022-05-15 21:05:93 INFO  CreateAccountPage :141 - Enter Zipcode :12345 in zip field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='postcode']]
2022-05-15 21:05:160 INFO  CreateAccountPage :146 - Enter Country :UnitedStates in country field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //select[@id='id_country']]
2022-05-15 21:05:242 INFO  CreateAccountPage :151 - Enter Mobile :91234556789 in mobile field [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='phone_mobile']]
2022-05-15 21:05:309 INFO  CreateAccountPage :156 - Enter Assign Address : 89,RedFordin assign address [[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //input[@id='alias']]
2022-05-15 21:05:625 INFO  CreateAccountPage :161 - Click on Register[[ChromeDriver: chrome on WINDOWS (7c2385b197f67d708f8424d53b8c1c43)] -> xpath: //span[normalize-space()='Register']]
2022-05-15 21:05:237 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 21:05:67 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 21:05:151 INFO  CreateAccountPage :80 - Create Emil Account[[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='email_create']]
2022-05-15 21:05:217 INFO  CreateAccountPage :84 - Create Account[[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //span[normalize-space()='Create an account']]
2022-05-15 21:05:492 INFO  CreateAccountPage :88 - Getting text from :[[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //h3[normalize-space()='Your personal information']]
2022-05-15 21:05:548 INFO  CreateAccountPage :99 - Select optin Mrsfrom the genterF[[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@name='id_gender']]
2022-05-15 21:05:626 INFO  CreateAccountPage :105 -  Enter First Name : Rebecca in firstname field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='customer_firstname']]
2022-05-15 21:05:689 INFO  CreateAccountPage :109 -  Enter Last Name : Mori in lastname field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='customer_lastname']]
2022-05-15 21:05:752 INFO  CreateAccountPage :117 - Enter Password : xyz123 in password field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='passwd']]
2022-05-15 21:05:826 INFO  CreateAccountPage :121 - Enter Secon Name : Rebecca in secondname [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='firstname']]
2022-05-15 21:05:892 INFO  CreateAccountPage :125 - Enter Last Name :Mori in secondlast field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='lastname']]
2022-05-15 21:05:959 INFO  CreateAccountPage :129 - Enter Address : 89,RedFord in address field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='address1']]
2022-05-15 21:05:28 INFO  CreateAccountPage :133 - Enter City :Manchester in city field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='city']]
2022-05-15 21:05:144 INFO  CreateAccountPage :137 - Enter State :Alaska in state field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //select[@id='id_state']]
2022-05-15 21:05:217 INFO  CreateAccountPage :141 - Enter Zipcode :12345 in zip field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='postcode']]
2022-05-15 21:05:280 INFO  CreateAccountPage :146 - Enter Country :UnitedStates in country field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //select[@id='id_country']]
2022-05-15 21:05:354 INFO  CreateAccountPage :151 - Enter Mobile :91234556789 in mobile field [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='phone_mobile']]
2022-05-15 21:05:426 INFO  CreateAccountPage :156 - Enter Assign Address : 89,RedFordin assign address [[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //input[@id='alias']]
2022-05-15 21:05:219 INFO  CreateAccountPage :161 - Click on Register[[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //span[normalize-space()='Register']]
2022-05-15 21:05:252 INFO  CreateAccountPage :166 - Getting text from element[[ChromeDriver: chrome on WINDOWS (950070591d6cc1b9061aa71ff5d21516)] -> xpath: //h1[normalize-space()='My account']]
2022-05-15 21:05:324 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 21:05:542 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (ae7461fa3d666a71b3c58aa1be5b1899)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 21:05:624 INFO  CreateAccountPage :80 - Create Emil Account[[ChromeDriver: chrome on WINDOWS (ae7461fa3d666a71b3c58aa1be5b1899)] -> xpath: //input[@id='email_create']]
2022-05-15 21:05:686 INFO  CreateAccountPage :84 - Create Account[[ChromeDriver: chrome on WINDOWS (ae7461fa3d666a71b3c58aa1be5b1899)] -> xpath: //span[normalize-space()='Create an account']]
2022-05-15 21:05:617 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 21:05:597 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 21:05:676 INFO  CreateAccountPage :80 - Create Emil Account[[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='email_create']]
2022-05-15 21:05:740 INFO  CreateAccountPage :84 - Create Account[[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //span[normalize-space()='Create an account']]
2022-05-15 21:05:836 INFO  CreateAccountPage :88 - Getting text from :[[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //h3[normalize-space()='Your personal information']]
2022-05-15 21:05:903 INFO  CreateAccountPage :99 - Select optin Mrsfrom the genterF[[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@name='id_gender']]
2022-05-15 21:05:999 INFO  CreateAccountPage :105 -  Enter First Name : Rebecca in firstname field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='customer_firstname']]
2022-05-15 21:05:71 INFO  CreateAccountPage :109 -  Enter Last Name : Mori in lastname field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='customer_lastname']]
2022-05-15 21:05:142 INFO  CreateAccountPage :117 - Enter Password : xyz123 in password field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='passwd']]
2022-05-15 21:05:218 INFO  CreateAccountPage :121 - Enter Secon Name : Rebecca in secondname [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='firstname']]
2022-05-15 21:05:280 INFO  CreateAccountPage :125 - Enter Last Name :Mori in secondlast field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='lastname']]
2022-05-15 21:05:356 INFO  CreateAccountPage :129 - Enter Address : 89,RedFord in address field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='address1']]
2022-05-15 21:05:480 INFO  CreateAccountPage :133 - Enter City :Manchester in city field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='city']]
2022-05-15 21:05:558 INFO  CreateAccountPage :137 - Enter State :Alaska in state field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //select[@id='id_state']]
2022-05-15 21:05:632 INFO  CreateAccountPage :141 - Enter Zipcode :12345 in zip field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='postcode']]
2022-05-15 21:05:699 INFO  CreateAccountPage :146 - Enter Country :UnitedStates in country field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //select[@id='id_country']]
2022-05-15 21:05:776 INFO  CreateAccountPage :151 - Enter Mobile :91234556789 in mobile field [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='phone_mobile']]
2022-05-15 21:05:856 INFO  CreateAccountPage :156 - Enter Assign Address : 89,RedFordin assign address [[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //input[@id='alias']]
2022-05-15 21:05:288 INFO  CreateAccountPage :161 - Click on Register[[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //span[normalize-space()='Register']]
2022-05-15 21:05:316 INFO  CreateAccountPage :166 - Getting text from element[[ChromeDriver: chrome on WINDOWS (01c20fe9cb54a5e81881b094998e043e)] -> xpath: //h1[normalize-space()='My account']]
2022-05-15 21:05:436 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 21:05:774 INFO  SignInPage :48 - Click on signin [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-15 21:05:859 INFO  CreateAccountPage :80 - Create Emil Account[[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='email_create']]
2022-05-15 21:05:921 INFO  CreateAccountPage :84 - Create Account[[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //span[normalize-space()='Create an account']]
2022-05-15 21:05:188 INFO  CreateAccountPage :88 - Getting text from :[[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //h3[normalize-space()='Your personal information']]
2022-05-15 21:05:254 INFO  CreateAccountPage :99 - Select optin Mrsfrom the genterF[[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@name='id_gender']]
2022-05-15 21:05:331 INFO  CreateAccountPage :105 -  Enter First Name : Rebecca in firstname field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='customer_firstname']]
2022-05-15 21:05:390 INFO  CreateAccountPage :109 -  Enter Last Name : Mori in lastname field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='customer_lastname']]
2022-05-15 21:05:460 INFO  CreateAccountPage :117 - Enter Password : xyz123 in password field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='passwd']]
2022-05-15 21:05:528 INFO  CreateAccountPage :121 - Enter Secon Name : Rebecca in secondname [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='firstname']]
2022-05-15 21:05:622 INFO  CreateAccountPage :125 - Enter Last Name :Mori in secondlast field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='lastname']]
2022-05-15 21:05:702 INFO  CreateAccountPage :129 - Enter Address : 89,RedFord in address field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='address1']]
2022-05-15 21:05:822 INFO  CreateAccountPage :133 - Enter City :Manchester in city field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='city']]
2022-05-15 21:05:904 INFO  CreateAccountPage :137 - Enter State :Alaska in state field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //select[@id='id_state']]
2022-05-15 21:05:978 INFO  CreateAccountPage :141 - Enter Zipcode :12345 in zip field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='postcode']]
2022-05-15 21:05:45 INFO  CreateAccountPage :146 - Enter Country :UnitedStates in country field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //select[@id='id_country']]
2022-05-15 21:05:122 INFO  CreateAccountPage :151 - Enter Mobile :91234556789 in mobile field [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='phone_mobile']]
2022-05-15 21:05:196 INFO  CreateAccountPage :156 - Enter Assign Address : 89,RedFordin assign address [[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //input[@id='alias']]
2022-05-15 21:05:70 INFO  CreateAccountPage :161 - Click on Register[[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //span[normalize-space()='Register']]
2022-05-15 21:05:99 INFO  CreateAccountPage :166 - Getting text from element[[ChromeDriver: chrome on WINDOWS (eb10d94e4e0c6c7a44d48c9f08c4bda9)] -> xpath: //h1[normalize-space()='My account']]
2022-05-15 22:05:859 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 22:05:890 INFO  WomenCategoryPage :36 - Click on Women tab [[ChromeDriver: chrome on WINDOWS (b0ae8417731c11c5f58d7d8ddbc42e06)] -> xpath: //a[@title='Women']]
2022-05-15 22:05:816 INFO  ProductPage :63 - Select[[ChromeDriver: chrome on WINDOWS (b0ae8417731c11c5f58d7d8ddbc42e06)] -> xpath: //a[@title='Blouse'][normalize-space()='Blouse']]
2022-05-15 22:05:853 INFO  ProductPage :72 - SelectProxy element for: DefaultElementLocator 'By.xpath: //li[@class='ajax_block_product col-xs-12 col-sm-6 col-md-4 first-item-of-tablet-line']//a[@title='Printed Summer Dress'][normalize-space()='Printed Summer Dress']'
2022-05-15 22:05:949 INFO  ProductPage :96 - Enter Address : M Add quantiy [[ChromeDriver: chrome on WINDOWS (b0ae8417731c11c5f58d7d8ddbc42e06)] -> xpath: //input[@id='quantity_wanted']]
2022-05-15 22:05:19 INFO  ProductPage :80 - Select colour[[ChromeDriver: chrome on WINDOWS (b0ae8417731c11c5f58d7d8ddbc42e06)] -> xpath: //a[@id='color_8']]
2022-05-15 22:05:75 INFO  ProductPage :106 - Click Add to cart [[ChromeDriver: chrome on WINDOWS (b0ae8417731c11c5f58d7d8ddbc42e06)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-15 22:05:105 INFO  ProductPage :111 - Verify : Product successfully added to your shopping cart Verify add to text [[ChromeDriver: chrome on WINDOWS (b0ae8417731c11c5f58d7d8ddbc42e06)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-15 22:05:368 INFO  ManageDriver :32 - Launching Chrome Browser
